Schweizer Strahler 1 / 2013,K. Bäbler,"Brookite aus Elm, Kanton Glarus",,
Schweizer Strahler 1 / 2013,P. Krieger,Das Binntal und seine Bergwelt – ein Paradies für Strahler und Mineralogen,,
Schweizer Strahler 1 / 2013,"N. D. Greber, B. A. Hofmann",Minerale in der Molybdänitlagerstätte am Alpjuhorn im Baltschiedertal (VS),,
Schweizer Strahler 1 / 2013,S. Lareida,Unerwarteter Prehnitfund im Bergell,,
Schweizer Strahler 2 / 2013,"E. Gnos, E. Janots, A. Burger",Wenn ein kleines Mineral groß rauskommt: Kluft-Monazit,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Schweizer Strahler\Schweizer Strahler als pdf\Schweizer Strahler 2013 02 300.pdf
Schweizer Strahler 2 / 2013,P. Amacher,Über den Brookit im Raum Amsteg UR,,
Schweizer Strahler 2 / 2013,P. Gasser,Gips in Ammoniten-Hohlräumen aus dem Baselbieter Jura,,
Schweizer Strahler 2 / 2013,P. Rustemeyer,Schweizer Turmaline (I),,
Schweizer Strahler 2 / 2013,P. Indergand-Helfenstein,Vier Geschichten rund um das Mineral Chabasit,,
Schweizer Strahler 3 / 2013,Y. Donnet-Monay,Schöner Fensterquarzfund in der Gemeinde Troistorrents im Val d´Ílliez,,D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Schweizer Strahler\Schweizer Strahler als pdf\Schweizer Strahler 2013 03 300.pdf
Schweizer Strahler 3 / 2013,"P. Roth, N. Meisser",Die seltenen Mineralien der Bündner Manganvorkommen,,
Schweizer Strahler 3 / 2013,T. Raber,Pearceit-Polybasit-Mischkristalle,Lengenbach,
Schweizer Strahler 3 / 2013,P. J. Andermatt,"Calcium-Manganoxid von Holderbank, Aargau",,
,,,,
,,,,
,,,,
,,,,
,,,,
Schweizer Strahler 2 / 2014,"M. Grumbach, S. Cuchet, A. Van der Burgt",Das Binntal enthüllt ein großes Geheimnis,"Ritterpass – Cima de Piodelle, Boxwork, Alpe Veglia, Beta-Fergusonit, Genthelvin, Dessauit-(Y), Gramaccioliit-(Y)",D:\Klaus\+Mineral\Datenbank 03\Literaturdatenbank\Schweizer Strahler\Schweizer Strahler als pdf\Schweizer Strahler 2014 02 300.pdf
